make,model,price_usd,year,kilometer,fuel_type,transmission,color,owner,seller_type,engine,max_power,max_torque,drivetrain,length_mm,width_mm,height_mm,seating_capacity,fuel_tank_capacity_l
Hyundai,Santro GL (CNG),2400,2013,57000,CNG,Manual,White,First,Individual,1086 cc,62 bhp @ 5500 rpm,96 Nm @ 3000 rpm,FWD,3565.0,1525.0,1590.0,5.0,35.0
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],4500,2015,87500,Petrol,Manual,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Tata,Nexon EV XZ Plus,16500,2021,16000,Electric,Automatic,White,First,Individual,,,,FWD,3993.0,1811.0,1606.0,5.0,
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],22500,2022,18000,Petrol,Automatic,Black,First,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4300.0,1790.0,1635.0,5.0,50.0
Audi,Q2 Premium Plus I 40 TFSI quattro,35400,2020,10700,Petrol,Automatic,White,First,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,AWD,4318.0,1805.0,1548.0,5.0,55.0
Audi,Q7 45 TDI Premium Plus,58800,2018,78000,Diesel,Automatic,Black,First,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,5052.0,1968.0,1740.0,7.0,75.0
Hyundai,Elite i20 Asta (O) 1.0 Turbo DCT,12600,2020,16282,Petrol,Automatic,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1775.0,1505.0,5.0,37.0
Hyundai,Verna Fluidic 1.6 CRDi SX,5640,2013,66000,Diesel,Manual,Grey,Third,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0
Maruti Suzuki,Wagon R VXI,4140,2017,72019,Petrol,Manual,Silver,Second,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0
BMW,5-Series 520d Sedan,17880,2013,195000,Diesel,Automatic,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4899.0,2094.0,1464.0,5.0,
Mahindra,Scorpio 2.6 Turbo 7 Str,6600,2007,92170,Diesel,Manual,White,Second,Individual,2609 cc,116@3800,277@1700,RWD,4495.0,1817.0,1975.0,7.0,60.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],5819,2018,55221,Petrol,Manual,White,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],40200,2018,25000,Diesel,Automatic,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0
Maruti Suzuki,Ritz VXI BS-IV,2520,2011,58888,Petrol,Manual,Maroon,Second,Individual,,,,,,,,,
Audi,Q5 45 TFSI Premium Plus,67812,2022,1,Petrol,Automatic,Blue,UnRegistered Car,Individual,1984 cc,248 bhp @ 5000 rpm,370 Nm @ 1600 rpm,AWD,4663.0,1898.0,1659.0,5.0,70.0
Renault,Duster RXS 1.5 Petrol MT,10680,2020,23500,Petrol,Manual,White,First,Individual,1498 cc,105 bhp @ 5600 rpm,142 Nm @ 4000 rpm,FWD,4360.0,1822.0,1695.0,5.0,50.0
Maruti Suzuki,Swift DZire VXI,3900,2012,68000,Petrol,Manual,White,Second,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Hyundai,Creta SX 1.6 AT Petrol,16680,2019,29096,Petrol,Automatic,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],5519,2016,61223,Petrol,Manual,White,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Jeep,Compass Limited (O) 2.0 Diesel [2017-2020],12900,2017,86000,Diesel,Manual,White,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4395.0,1818.0,1640.0,5.0,60.0
Hyundai,Verna EX 1.6 CRDi [2017-2018],5819,2013,87000,Diesel,Manual,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440.0,1729.0,1475.0,5.0,45.0
Hyundai,i20 Magna 1.2,4620,2013,79287,Petrol,Manual,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995.0,1710.0,1505.0,5.0,45.0
Mercedes-Benz,GLC 220 d Sport,52800,2018,47009,Diesel,Automatic,Blue,Second,Individual,,,,,,,,,
Audi,A6 35 TDI Matrix,46800,2018,48945,Diesel,Automatic,Black,First,Corporate,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933.0,1874.0,1455.0,5.0,75.0
Mahindra,Marazzo M2 8 STR,12600,2019,17000,Diesel,Manual,Green,First,Individual,1497 cc,121 bhp @ 3500 rpm,300 Nm @ 1750 rpm,FWD,4585.0,1866.0,1774.0,8.0,45.0
Kia,Seltos HTX Plus 1.5 Diesel [2020-2021],18900,2019,55000,Diesel,Manual,Silver,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0
Maruti Suzuki,Baleno Alpha 1.2,7860,2016,38779,Petrol,Manual,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
Mercedes-Benz,E-Class E 220d Expression [2019-2019],54000,2019,72000,Diesel,Automatic,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Maruti Suzuki,Ertiga ZDI + SHVS,10380,2016,67000,Diesel,Manual,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0
Hyundai,Verna Fluidic 1.6 VTVT SX,8388,2017,67000,Petrol,Manual,White,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0
Hyundai,Verna Fluidic 1.6 CRDi SX,5100,2012,70000,Diesel,Manual,White,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0
Land Rover,Discovery Sport S,78000,2020,6000,Diesel,Automatic,White,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600.0,2069.0,1724.0,7.0,70.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],34800,2017,46000,Diesel,Automatic,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0
Mercedes-Benz,GLE 250 d,54600,2017,34000,Diesel,Automatic,Silver,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0
Hyundai,Xcent S 1.2 (O),5880,2015,23103,Petrol,Manual,White,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1660.0,1520.0,5.0,43.0
Mercedes-Benz,S-Class Maybach S 500,138000,2016,27000,Petrol,Automatic,Blue,First,Individual,4663 cc,453 bhp @ 5250 rpm,700 Nm @ 1800 rpm,RWD,5453.0,1899.0,1498.0,4.0,70.0
Hyundai,Creta SX 1.6 AT Petrol,17700,2019,9576,Petrol,Automatic,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
MG,Hector Sharp 1.5 DCT Petrol [2019-2020],20748,2020,27000,Petrol,Automatic,Silver,First,Individual,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,,4655.0,1835.0,1760.0,5.0,60.0
MG,Astor Sharp 1.5 CVT,21179,2021,1942,Petrol,Automatic,Red,First,Individual,1498 cc,108 bhp @ 6000 rpm,144 Nm @ 4400 rpm,FWD,4323.0,1809.0,1650.0,5.0,48.0
Honda,CR-V 2.4 AT,3000,2006,119300,Petrol,Automatic,Black,Third,Individual,2354 cc,152@6000,215@3600,AWD,4630.0,1780.0,1710.0,5.0,58.0
Maruti Suzuki,Alto 800 Lxi,2940,2016,55000,Petrol,Manual,White,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
Renault,Duster 85 PS RxL,5880,2015,98000,Diesel,Manual,White,Second,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],6600,2017,61400,Petrol,Manual,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Honda,City V,8100,2016,87693,Petrol,Manual,Red,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mercedes-Benz,C-Class C 200 Avantgarde,26700,2015,31000,Petrol,Automatic,Blue,First,Individual,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0
Hyundai,Elite i20 Asta 1.4 (O) CRDi,6720,2016,75210,Diesel,Manual,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,40.0
Skoda,Fabia Elegance 1.6 MPI,2700,2012,69000,Petrol,Manual,Silver,First,Individual,1598 cc,105 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4000.0,1642.0,1522.0,5.0,45.0
Skoda,Rapid 1.5 TDI CR Ambition Plus AT,5988,2014,88000,Diesel,Automatic,Black,Second,Individual,1498 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4386.0,1699.0,1466.0,5.0,55.0
Kia,Sonet GTX Plus 1.0 DCT [2020-2021],12660,2020,15000,Petrol,Automatic,Gold,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1790.0,1647.0,5.0,45.0
Mahindra,XUV500 W11 AT,24587,2020,45350,Diesel,Automatic,White,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
BMW,3-Series 320d Luxury Line,33300,2018,68189,Diesel,Automatic,Brown,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633.0,1811.0,1429.0,5.0,57.0
Mercedes-Benz,GLA 200 CDI Sport,19800,2015,75000,Diesel,Automatic,White,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417.0,1804.0,1494.0,5.0,50.0
Maruti Suzuki,Wagon R VXi,4200,2013,45000,Petrol,Manual,White,First,Individual,998 cc,68@6200,90@3500,,3539.0,1495.0,1700.0,5.0,35.0
Audi,A6 35 TDI Premium,17400,2014,33000,Diesel,Automatic,Red,Second,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915.0,1874.0,1455.0,5.0,65.0
Mahindra,Scorpio VLX 2WD BS-IV,7200,2014,83000,Diesel,Manual,White,Second,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430.0,1817.0,1975.0,8.0,60.0
BMW,5-Series 520d Sedan,15000,2012,78000,Diesel,Automatic,Black,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4899.0,2094.0,1464.0,5.0,
Toyota,Fortuner 3.0 4x4 MT,20100,2014,211000,Diesel,Manual,White,First,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705.0,1840.0,1850.0,7.0,80.0
Hyundai,Elite i20 Magna 1.2,6900,2015,67000,Petrol,Manual,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Ford,Ecosport Titanium+ 1.5L TDCi,8388,2017,75000,Diesel,Manual,Grey,First,Individual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3999.0,1765.0,1708.0,5.0,52.0
Audi,Q7 3.0 TDI quattro Premium Plus,29400,2014,48600,Diesel,Automatic,Blue,Second,Individual,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089.0,1983.0,1737.0,6.0,100.0
Mercedes-Benz,C-Class C 250 d,33300,2016,48000,Diesel,Automatic,Black,First,Individual,2143 cc,204 bhp @ 3800 rpm,500 Nm @ 1600 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0
Maruti Suzuki,S-Presso VXi,5160,2020,5790,Petrol,Manual,Silver,First,Individual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,3565.0,1520.0,1564.0,5.0,27.0
Mahindra,Scorpio S5 2WD 7 STR,13980,2018,32000,Diesel,Manual,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,7.0,60.0
MG,Hector Sharp 2.0 Diesel Turbo MT,21360,2020,65433,Diesel,Manual,Black,First,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4655.0,1835.0,1760.0,5.0,60.0
Maruti Suzuki,Swift VDi BS-IV,3540,2011,87230,Diesel,Manual,Silver,First,Individual,1248 cc,75@4000,190@2000,FWD,3760.0,1690.0,1530.0,5.0,43.0
Maruti Suzuki,Swift ZDi,5940,2017,38258,Diesel,Manual,White,Second,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3840.0,1735.0,1530.0,5.0,37.0
Honda,City VX (O) MT,11700,2019,56881,Petrol,Manual,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Toyota,Innova 2.5 G4 7 STR,7740,2013,76000,Diesel,Manual,Grey,Second,Individual,2494 cc,102@5600,200@1400,,4555.0,1770.0,1755.0,7.0,55.0
Renault,Duster 110 PS RxL Diesel,5100,2014,72000,Diesel,Manual,White,Second,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0
Audi,Q3 2.0 TDI quattro Premium,16200,2012,72000,Diesel,Automatic,White,UnRegistered Car,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Mercedes-Benz,M-Class 350 CDI,38400,2014,60514,Diesel,Automatic,Silver,First,Individual,2987 cc,234@3800,535@1600,AWD,4781.0,1911.0,1774.0,5.0,95.0
Volvo,V40 Cross Country D3,15000,2013,71141,Diesel,Automatic,Silver,First,Individual,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370.0,1783.0,1458.0,5.0,60.0
BMW,5-Series 530d M Sport [2013-2017],67200,2018,40937,Diesel,Automatic,White,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0
Maruti Suzuki,Swift DZire VDI,6720,2013,37000,Diesel,Manual,Gold,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Mahindra,Scorpio S5 2WD 7 STR,14652,2019,46000,Diesel,Manual,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,7.0,60.0
BMW,X5 xDrive 30d M Sport,35700,2015,86999,Diesel,Automatic,Yellow,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,5.0,
Honda,City 1.5 S AT,3540,2009,70200,Petrol,Automatic,Grey,Second,Individual,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0
Mercedes-Benz,C-Class 200 CGI,15600,2012,64800,Petrol,Automatic,Silver,First,Individual,1796 cc,186 bhp @ 5600 rpm,285 Nm @ 4000 rpm,RWD,4596.0,1770.0,1447.0,5.0,66.0
Hyundai,Creta 1.6 SX Plus AT,11400,2016,73000,Diesel,Automatic,Silver,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Mercedes-Benz,E-Class E350 CDI Avantgarde,16200,2012,72000,Diesel,Automatic,White,Second,Individual,2987 cc,231@3800,540@1600,RWD,4868.0,1854.0,1471.0,5.0,80.0
Mercedes-Benz,M-Class ML 350 CDI,32184,2015,76345,Diesel,Automatic,White,First,Individual,2997 cc,254 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,4804.0,2141.0,1796.0,5.0,70.0
Maruti Suzuki,Alto 800 Lxi,3432,2017,40564,Petrol,Manual,Silver,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
Hyundai,i20 Magna 1.4 CRDI,4080,2013,98500,Diesel,Manual,Silver,First,Individual,1336 cc,89 bhp @ 4000 rpm,219.744 Nm @ 1500 rpm,FWD,3995.0,1710.0,1505.0,5.0,45.0
Skoda,Rapid Style AT,13500,2020,46807,Petrol,Automatic,Red,First,Individual,999 cc,109 bhp @ 5000 rpm,175 Nm @ 1750 rpm,FWD,4413.0,1699.0,1466.0,5.0,55.0
Tata,Nexon XMA Petrol,6960,2018,81000,Petrol,Automatic,Red,First,Individual,1198 cc,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD,3994.0,1811.0,1607.0,5.0,44.0
Maruti Suzuki,Swift DZire VXI,5940,2015,13716,Petrol,Manual,Silver,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,Swift DZire ZDI,6600,2014,89000,Diesel,Manual,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Kia,Sonet GTX Plus 1.5 AT [2020-2021],17820,2021,13000,Diesel,Automatic,Red,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,3995.0,1790.0,1647.0,5.0,45.0
Skoda,Rapid Monte Carlo 1.6 MPI MT,10620,2018,38000,Petrol,Manual,Red,First,Individual,1598 cc,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,FWD,4413.0,1699.0,1466.0,5.0,55.0
Audi,RS5 4.2 Coupe,43800,2012,25500,Petrol,Automatic,Blue,Second,Corporate,4163 cc,444 bhp @ 8250 rpm,430 Nm @ 4000 rpm,AWD,4649.0,1860.0,1366.0,5.0,64.0
Hyundai,Grand i10 NIOS Magna AMT 1.2 Kappa VTVT,8580,2020,17000,Petrol,Automatic,Silver,First,Individual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3805.0,1680.0,1520.0,5.0,37.0
Mercedes-Benz,R-Class R350 4MATIC,29820,2012,44724,Petrol,Automatic,White,First,Individual,3496 cc,272 bhp @ 6000 rpm,350 Nm @ 5000 rpm,AWD,5157.0,2183.0,1659.0,7.0,80.0
Toyota,Innova 2.4 G 7 STR [2016-2017],27000,2020,24549,Diesel,Manual,Grey,Second,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0
Hyundai,Creta SX Plus 1.6 AT CRDI,12600,2017,97000,Diesel,Automatic,Silver,First,Corporate,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],43200,2018,7800,Diesel,Automatic,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0
Honda,City 1.5 S MT,3540,2010,78000,Petrol,Manual,White,First,Corporate,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0
Renault,Kwid RXT Opt,4500,2019,55000,Petrol,Manual,Silver,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
Audi,A6 2.0 TFSi Technology Pack,86400,2021,20000,Petrol,Automatic,White,UnRegistered Car,Individual,1984 cc,180 bhp @ 4000 rpm,320 Nm @ 1500 rpm,FWD,4915.0,1874.0,1455.0,5.0,75.0
Tata,Safari XZA Plus 6S Adventure New,28740,2021,13594,Diesel,Automatic,Blue,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4661.0,1894.0,1786.0,6.0,50.0
Audi,A6 2.0 TDI Premium,21300,2014,75000,Diesel,Automatic,White,First,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915.0,1874.0,1455.0,5.0,65.0
Maruti Suzuki,Ritz Vdi BS-IV,3300,2011,65000,Diesel,Manual,Silver,First,Individual,1248 cc,75@4000,190@2000,,3715.0,1680.0,1620.0,5.0,43.0
Honda,Brio EX MT,3900,2014,43037,Petrol,Manual,Silver,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610.0,1680.0,1500.0,5.0,35.0
Maruti Suzuki,Swift ZDi,5100,2013,26000,Diesel,Manual,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Mahindra,Scorpio S9 2WD 7 STR,17700,2020,78000,Diesel,Manual,White,First,Individual,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD,4456.0,1820.0,1995.0,7.0,60.0
Toyota,Innova 2.8 GX AT 7 STR [2016-2020],18960,2018,115000,Diesel,Automatic,Beige,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0
Honda,Amaze VX CVT 1.2 Petrol,10428,2021,8700,Petrol,Automatic,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3995.0,1695.0,1501.0,5.0,35.0
Mercedes-Benz,GLE 250 d,70200,2019,31000,Diesel,Automatic,Grey,First,Corporate,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0
Jeep,Compass Longitude Plus 2.0 Diesel 4x4 AT,22800,2020,41736,Diesel,Automatic,Grey,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4395.0,1818.0,1640.0,5.0,60.0
Maserati,Levante Diesel,108000,2017,40000,Diesel,Automatic,White,Second,Individual,2979 cc,275 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,5005.0,1981.0,1693.0,5.0,80.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],42600,2020,55000,Diesel,Automatic,Black,First,Corporate,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0
Porsche,Cayenne Turbo,42000,2014,160000,Petrol,Automatic,Blue,First,Individual,4806 cc,500 bhp @ 6500 rpm,700 Nm @ 2250 rpm,AWD,4846.0,1939.0,1702.0,5.0,100.0
Toyota,Innova GX 2.4 AT 7 STR,29100,2022,11000,Diesel,Automatic,Black,First,Individual,2393 cc,148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0
BMW,X5 xDrive 30d,69732,2018,24690,Diesel,Automatic,Blue,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,7.0,
Toyota,Fortuner 3.0 MT,9000,2011,117000,Diesel,Manual,White,Second,Individual,2982 cc,171@3600,343@1400,AWD,4695.0,1840.0,1850.0,7.0,80.0
Audi,Q7 35 TDI Premium + Sunroof,26400,2014,95000,Diesel,Automatic,White,First,Individual,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089.0,1983.0,1737.0,7.0,100.0
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],6240,2019,76000,CNG,Manual,White,First,Individual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655.0,1620.0,1675.0,5.0,60.0
Maruti Suzuki,Alto VXi (O),4680,2018,18000,Petrol,Manual,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545.0,1490.0,1475.0,5.0,35.0
Maruti Suzuki,Ciaz VXi (O),6480,2015,38000,Petrol,Manual,Gold,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Maruti Suzuki,Swift VDi AMT [2018-2019],8388,2018,43000,Diesel,Automatic,Red,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3840.0,1735.0,1530.0,5.0,37.0
Hyundai,Verna Fluidic 1.6 CRDi SX,5819,2013,107000,Diesel,Manual,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0
Mercedes-Benz,C-Class C 43 AMG,90000,2021,13000,Petrol,Automatic,Red,First,Individual,2996 cc,362 bhp @ 5500 rpm,520 Nm @ 2000 rpm,RWD,4702.0,1810.0,1434.0,4.0,66.0
Mercedes-Benz,E-Class E250 CDI BlueEfficiency,10200,2011,85000,Diesel,Automatic,White,Second,Individual,2143 cc,203 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD,4868.0,1854.0,1471.0,5.0,90.0
Tata,Nexon XZA Plus Petrol,13020,2018,8922,Petrol,Automatic,Red,First,Individual,1198 cc,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD,3994.0,1811.0,1607.0,5.0,44.0
Maruti Suzuki,Alto 800 Vxi,3828,2013,47800,Petrol,Manual,Red,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
Mahindra,XUV500 W8,6588,2012,143000,Diesel,Manual,Silver,First,Individual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
Tata,Harrier XZ [2019-2020],20700,2019,68758,Diesel,Manual,White,First,Individual,1956 cc,138 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598.0,1894.0,1706.0,5.0,50.0
